-0.006,0.090,1.250,-0.242,0.107, -0.009,0.078, -0.100,3.277,  2.350,3.800, 4.150,2.000, 3.331,2.635, 3.023,0.006, 3.242,1, end of step
-0.006,0.090,1.250,-0.242,0.107, -0.009,0.078, -0.100,3.277,  2.350,3.800, 4.150,2.000, 3.331,2.635, 3.160,0.040, 3.242,1, focus weight on right foot 
-0.006,0.090,1.250,-0.242,0.107, -0.009,0.078, 0.274,3.629,  2.400,3.672, 4.138,2.153, 3.450,2.715, 3.350,0.330,  3.247,1, paralell foot to right side
-0.006,0.090,1.250,-0.242,0.107, -0.009,0.078, 0.274,3.629,  2.400,3.672, 4.138,2.153, 3.500,2.715, 3.410,0.270,  3.247,1, right foot paralell left angled
-0.006,0.090,1.250,-0.242,0.107, -0.009,0.078, 0.274,3.700,  2.400,3.900, 4.138,1.900, 3.450,2.715, 3.410,0.270,  3.247,1, lift left leg
-0.011,0.095,1.290,-0.246,0.105, -0.009,0.078, 0.100,3.700,  2.660,3.900, 4.150,2.000, 3.550,2.890, 3.410,0.300,  3.247,1, front step 
-0.011,0.095,1.290,-0.246,0.105, -0.009,0.078, 0.100,3.700,  2.600,3.650, 4.050,2.250, 3.550,2.890, 3.410,-0.040, 3.247,1, front step 
-0.011,0.095,1.290,-0.246,0.105, -0.009,0.078, 0.100,3.400,  2.600,3.650, 4.050,2.250, 3.550,2.890, 3.310,-0.040, 3.247,1, front step 
-0.011,0.095,1.290,-0.246,0.105, -0.009,0.078, 0.050,3.300,  2.600,3.650, 4.050,2.250, 3.550,2.890, 3.210,-0.030, 3.247,1, front step 
-0.011,0.095,1.290,-0.246,0.105, -0.009,0.078,-0.062,3.193,  2.600,3.650, 4.050,2.250, 3.550,2.890, 3.049,-0.006, 3.247,1, front step 
-0.011,0.095,1.290,-0.246,0.105, -0.009,0.078,-0.062,3.193,  2.560,3.600, 3.916,2.380, 3.469,2.800, 3.049,-0.006, 3.247,1, Stand
